species,genus,binom,family,order,class
vulgaris,Berberis,Berberis vulgaris,Berberidaceae,Ranunculales,Magnoliopsida
thunbergii,Berberis,Berberis thunbergii,Berberidaceae,Ranunculales,Magnoliopsida
berberata,Pareulype,Pareulype berberata,Geometridae,Lepidoptera,Insecta
uralensis,Cephalaria,Cephalaria uralensis,NA,NA,NA
californica,Aristolochia,Aristolochia californica,Aristolochiaceae,Piperales,Magnoliopsida
philenor,Battus,Battus philenor,Papilionidae,Lepidoptera,Insecta
auriculata,Agalinis,Agalinis auriculata,Orobanchaceae,Lamiales,Magnoliopsida
myrmidone,Colias,Colias myrmidone,Pieridae,Lepidoptera,Insecta
span,Riedstadt,Riedstadt span,NA,NA,NA
NA,Potentil,x,Amaranthaceae,Caryophyllales,Magnoliopsida
spp,Carex,Carex spp,NA,NA,NA
spp,Juncus,Juncus spp,Juncaceae,Poales,Magnoliopsida
maculatum,Hypericum,Hypericum maculatum,Hypericaceae,Malpighiales,Magnoliopsida
NA,Alopecur,Alopecur ,NA,NA,NA
NA,Equiset,Equiset ,NA,NA,NA
pulegioides,Thymus,Thymus pulegioides,Lamiaceae,Lamiales,Magnoliopsida
NA,Alopecur,x,Amaranthaceae,Caryophyllales,Magnoliopsida
grostis,Festuca,Festuca grostis,NA,NA,NA
scoparia,Erica,Erica scoparia,Ericaceae,Ericales,NA
NA,Centaur,Centaur ,NA,NA,NA
NA,Cynosur,Cynosur ,NA,NA,NA
and,Teak,Teak and,NA,NA,NA
amazonia,Terminalia,Terminalia amazonia,Combretaceae,Myrtales,Magnoliopsida
album,Veratrum,Veratrum album,Melanthiaceae,Liliales,Liliopsida
vera,Sueda,Sueda vera,NA,NA,NA
spartum,Lygeum,Lygeum spartum,Poaceae,Poales,Liliopsida
vermiculata,Salsola,Salsola vermiculata,Amaranthaceae,Caryophyllales,Magnoliopsida
maculata,Hypochoeris,Hypochoeris maculata,Asteraceae,Asterales,Magnoliopsida
secundiflora,Aloe,Aloe secundiflora,NA,NA,NA
dubia,Leptochloa,Leptochloa dubia,Poaceae,Poales,Liliopsida
ciliare,Pennisetum,Pennisetum ciliare,Poaceae,Poales,Liliopsida
pluriflora,Chloris,Chloris pluriflora,NA,NA,NA
compositus,Sporobolus,Sporobolus compositus,Poaceae,Poales,Liliopsida
mollis,Bromus,Bromus mollis,Poaceae,Poales,NA
caput,Taeniatherum,Taeniatherum caput,Poaceae,Poales,Liliopsida
lemmonii,Achnatherum,Achnatherum lemmonii,Poaceae,Poales,Liliopsida
arboreus,Lupinus,Lupinus arboreus,Fabaceae,Fabales,Magnoliopsida
idahoensis,Agrostis,Agrostis idahoensis,Poaceae,Poales,Liliopsida
fog,Yorkshire,Yorkshire fog,NA,NA,NA
bradshawii,Lomatium,Lomatium bradshawii,Apiaceae,Apiales,Magnoliopsida
quadrifolia,Paris,Paris quadrifolia,Melanthiaceae,Liliales,Liliopsida
elatior,Primula,Primula elatior,Primulaceae,Ericales,Magnoliopsida
holostea,Stellaria,Stellaria holostea,Caryophyllaceae,Caryophyllales,Magnoliopsida
galeobdolon,Lamiastrum,Lamiastrum galeobdolon,Lamiaceae,Lamiales,Magnoliopsida
bursarius,Geomys,Geomys bursarius,NA,NA,NA
NA,Hymenopte,Hymenopte ,NA,NA,NA
gracilis,Microsteris,Microsteris gracilis,Polemoniaceae,Ericales,Magnoliopsida
NA,Sturnella,Sturnella,NA,NA,NA
monostachyum,Paspalum,Paspalum monostachyum,Poaceae,Poales,Liliopsida
span,Sturnella,Sturnella span,NA,NA,NA
superciliosus,Acanthorynchus,Acanthorynchus superciliosus,NA,NA,NA
NA,Banks,Banks ,NA,NA,NA
mangium,Acacia,Acacia mangium,Mimosaceae,Fabales,NA
constrictor,Coluber,Coluber constrictor,Colubridae,Squamata,Reptilia
punctatus,Ictalurus,Ictalurus punctatus,Ictaluridae,Siluriformes,Actinopterygii
striatus,Butorides,Butorides striatus,NA,NA,NA
bidyanus,Bidyanus,Bidyanus bidyanus,Terapontidae,Perciformes,Actinopterygii
NA,Larus,Larus ,Laridae,Charadriiformes,Aves
and,Animal,Animal and,NA,NA,NA
affinis,Aythya,Aythya affinis,Anatidae,Anseriformes,Aves
perspicillata,Melanitta,Melanitta perspicillata,Anatidae,Anseriformes,Aves
dulcis,Prunus,Prunus dulcis,Rosaceae,Rosales,Magnoliopsida
splendens,Corvus,Corvus splendens,Corvidae,Passeriformes,Aves
krameri,Psittacula,Psittacula krameri,Psittaculidae,Psittaciformes,Aves
herodius,Ardea,Ardea herodius,NA,NA,NA
marila,Aythya,Aythya marila,Anatidae,Anseriformes,Aves
cristatus,Podiceps,Podiceps cristatus,Podicipedidae,Podicipediformes,Aves
alburnus,Alburnus,Alburnus alburnus,Cyprinidae,Cypriniformes,Actinopterygii
auritus,Phalacrocoax,Phalacrocoax auritus,NA,NA,NA
affinis,Gambusia,Gambusia affinis,Poeciliinae,Cyprinodontiformes,Actinopterygii
erythropthalamus,Pipilo,Pipilo erythropthalamus,NA,NA,NA
canadensis,Sitta,Sitta canadensis,Sittidae,Passeriformes,Aves
ludoviciana,Piranga,Piranga ludoviciana,Cardinalidae,Passeriformes,Aves
gambeli,Poecile,Poecile gambeli,Paridae,Passeriformes,Aves
albolarvatus,Picoides,Picoides albolarvatus,NA,NA,NA
casinii,Carpodacus,Carpodacus casinii,NA,NA,NA
flavirostris,Carduelis,Carduelis flavirostris,NA,NA,NA
totanus,Tringa,x,Amaranthaceae,Caryophyllales,Magnoliopsida
penelope,Anas,x,Amaranthaceae,Caryophyllales,Magnoliopsida
spp.,Rattus,Rattuss spp.,NA,NA,NA
nereis,Sterna,Sterna nereis,NA,NA,NA
erminia,Mustela,Mustela erminia,NA,NA,NA
vitianus,Platymantis,Platymantis vitianus,Ceratobatrachidae,Anura,Amphibia
vitianus,Cornufer,Cornufer vitianus,Ceratobatrachidae,Anura,Amphibia
vitianus,Cornufer,Cornufer vitianus,NA,NA,NA
brasiliensis,Hevea,Hevea brasiliensis,Euphorbiaceae,Malpighiales,Magnoliopsida
manan,Calamus,Calamus manan,NA,NA,NA
discolor,Lathamus,Lathamus discolor,Psittaculidae,Psittaciformes,Aves
venezuelensis,Juglans,Juglans venezuelensis,Juglandaceae,Fagales,Magnoliopsida
brunneus,Chorthippus,Chorthippus brunneus,Acrididae,Orthoptera,Insecta
anser,Rattus,Rattus anser,NA,NA,NA
berberata,Astrophytum,Astrophytum berberata,NA,NA,NA
coerulescens,Ulex,Ulex coerulescens,NA,NA,NA
serratifolia,Premna,Premna serratifolia,Lamiaceae,Lamiales,Magnoliopsida
nattereri,Myotis,Myotis nattereri,Vespertilionidae,Chiroptera,NA
brandtii,Myotis,Myotis brandtii,Vespertilionidae,Chiroptera,NA
spp.,Pipistrellus,Pipistrellus spp.,Vespertilionidae,Chiroptera,NA
sexalatus,Saxicola,Saxicola sexalatus,NA,NA,NA
gordonii,Impatiens,Impatiens gordonii,Balsaminaceae,Ericales,Magnoliopsida
diomedea,Calonetris,Calonetris diomedea,NA,NA,NA
apicalis,Ammodramus,Ammodramus apicalis,NA,NA,NA
ricinus,Cistothorus,Cistothorus ricinus,NA,NA,NA
cinnamomina,Halcyon,Halcyon cinnamomina,NA,NA,NA
amoena,Passerina,Passerina amoena,Cardinalidae,Passeriformes,Aves
NA,Ammodramus,Ammodramus ,Passerellidae,Passeriformes,Aves
sp.,Anas,Anas sp.,NA,NA,NA
marianum,Silybum,Silybum marianum,Asteraceae,Asterales,Magnoliopsida
delicata,Gallinago,Gallinago delicata,Scolopacidae,Charadriiformes,Aves
alcyon,Ceryle,Ceryle alcyon,NA,NA,NA
solitaria,Tringa,Tringa solitaria,Scolopacidae,Charadriiformes,Aves
rufum,Toxostoma,Toxostoma rufum,Mimidae,Passeriformes,Aves
migratonus,Turdus,American robin,NA,NA,NA
hardwickii,Gallinago,Gallinago hardwickii,Scolopacidae,Charadriiformes,Aves
ossifragus,Corvus,Corvus ossifragus,Corvidae,Passeriformes,Aves
NA,Sphagnum,Sphagnum ,Sphagnaceae,Sphagnales,Sphagnopsida
aurocupillus,Seiurus,Seiurus aurocupillus,NA,NA,NA
philadelphia,Oporornis,Oporornis philadelphia,NA,NA,NA
pinus,Vermivora,Vermivora pinus,NA,NA,NA
striata,Dendroica,Dendroica striata,NA,NA,NA
satrapa,Regulus,Regulus satrapa,Regulidae,Passeriformes,Aves
americana,Certhia,Certhia americana,Certhiidae,Passeriformes,Aves
nigrescens,Dendroica,Dendroica nigrescens,NA,NA,NA
capripensis,Steatornis,Steatornis capripensis,NA,NA,NA
fuscatus,Margarops,Margarops fuscatus,Mimidae,Passeriformes,Aves
lugopus,Alopex,Alopex lugopus,NA,NA,NA
hutchinsii,Branta,Branta hutchinsii,Anatidae,Anseriformes,Aves
hoffmanni,Choloepus,Choloepus hoffmanni,Choloepus,Pilosa,Mammalia
variegatus,Bradypus,Bradypus variegatus,Bradypus,Pilosa,Mammalia
harpyja,Harpia,Harpia harpyja,Harpia,Accipitriformes,Aves
europaeus,Caprimulgus,Caprimulgus europaeus,Caprimulgidae,Caprimulgiformes,Aves
picumnus,Climacteris,Climacteris picumnus,Climacteridae,Passeriformes,Aves
hudsonius,Circus,Circus hudsonius,NA,NA,NA
breweri,Spizella,Spizella breweri,Passerellidae,Passeriformes,Aves
marcoura,Zenaida,Zenaida marcoura,NA,NA,NA
cristatus,Cynosurus,x,Poaceae,Poales,NA
nigra,Centaurea,x,Asteraceae,Asterales,NA
pratensis,Anthus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
perenne,Lolium,x,Poaceae,Poales,Liliopsida
citrinella,Emberiza,x,Emberizidae,Passeriformes,Aves
troglodytes,Troglodytes,x,Amaranthaceae,Caryophyllales,Magnoliopsida
rubecula,Erithacus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
araneus,sorex,sorex araneus,Soricinae,Soricomorpha,Mammalia
glareolus,Myodes,Myodes glareolus,Cricetidae,Rodentia,Mammalia
vulpes,Vulpes,x,Canidae,Carnivora,Mammalia
corone,Corvus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
erminea,Mustela,x,Amaranthaceae,Caryophyllales,Magnoliopsida
nivalis,Mustela,x,Amaranthaceae,Caryophyllales,Magnoliopsida
ischnocheles,Chthonius,Chthonius ischnocheles,Chthoniidae,Pseudoscorpiones,Arachnida
orthodactylus,Chthonius,Chthonius orthodactylus,NA,NA,NA
tenuis,Lepthyphantes,Lepthyphantes tenuis,Linyphiidae,Araneae,NA
perdix,Perdix,x,Amaranthaceae,Caryophyllales,Magnoliopsida
oedicnemus,Burhinus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
cirlus,Emberiza,x,Emberizidae,Passeriformes,Aves
crex,Crex,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Carabidae,Carabidae ,Carabidae,Coleoptera,Insecta
NA,Araneae,Araneae ,NA,Araneae,Arachnida
NA,Stapylindae,Stapylindae ,NA,NA,NA
agrestis,Anthoceros,x,Amaranthaceae,Caryophyllales,Magnoliopsida
carolinianus,Phaeoceros,x,Amaranthaceae,Caryophyllales,Magnoliopsida
spp.,Trifolium,Trifolium spp.,NA,NA,NA
repens,Elytrigia,Elytrigia repens,Poaceae,Poales,Liliopsida
spp,Trifolium,Trifolium spp,NA,NA,NA
atricapilla,Sylvia,Sylvia atricapilla,Sylviidae,Passeriformes,Aves
regulus,Regulus,Regulus regulus,Regulidae,Passeriformes,Aves
NA,Collembola,Collembola ,NA,Collembola,Entognatha
krausbaueri,Mesaphorura,Mesaphorura krausbaueri,NA,NA,NA
truncata,Friesea,Friesea truncata,NA,NA,NA
candida,Folsomia,Folsomia candida,Folsomia,Entomobryomorpha,Collembola
coridon,Polyommatus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
montanus,Passer,x,Amaranthaceae,Caryophyllales,Magnoliopsida
major,Parus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Lepidoptera,Lepidoptera ,NA,Lepidoptera,Insecta
NA,Heteroptera,Heteroptera ,NA,Hemiptera,Insecta
arvensis,Alauda,x,Amaranthaceae,Caryophyllales,Magnoliopsida
schoeniclus,Emberiza,x,Emberizidae,Passeriformes,Aves
terrestris,Lumbricus,Lumbricus terrestris,Lumbricidae,Haplotaxida,Clitellata
giardi,Aporrectodea,Aporrectodea giardi,Aporrectodea,Lumbricidae,Clitellata
caligosa,Aporrectodea,Aporrectodea caligosa,NA,NA,NA
NA,Aranae,Aranae ,NA,NA,NA
NA,Coleoptera,Coleoptera ,NA,Coleoptera,Insecta
NA,Staphylinidae,Staphylinidae ,Staphylinidae,Coleoptera,Insecta
NA,Carbidae,Carbidae ,NA,NA,NA
corollae,metasyrphus,metasyrphus corollae,NA,NA,NA
flava,Motacilla,x,Amaranthaceae,Caryophyllales,Magnoliopsida
vulgaris,Artemesia,Artemesia vulgaris,Asteraceae,Asterales,NA
oblonga,macrosiphoniella,macrosiphoniella oblonga,Aphididae,Hemiptera,Insecta
parietina,oxyna,oxyna parietina,Tephritidae,Diptera,Insecta
NA,Theridion,Theridion ,Theridiidae,Araneae,Arachnida
terrestris/lucorum,Bombus,x,Apidae,Hymenoptera,Insecta
napi,Pieris,x,Pieridae,Lepidoptera,NA
tithonus,Pyronia,x,Amaranthaceae,Caryophyllales,Magnoliopsida
brassicae,Pieris,x,Pieridae,Lepidoptera,NA
jurtina,Maniola,x,Amaranthaceae,Caryophyllales,Magnoliopsida
longa,Allolobophora,Allolobophora longa,Allolobophora,Lumbricidae,Clitellata
oenanthe,Oenanthe,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Tyrtaeum,Tyrtaeum ,NA,NA,NA
caliginosa,Aporrectodea,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Clitellata
chlorotica,Allobophora,Allobophora chlorotica,NA,NA,NA
antipai,Aporrectodea,Aporrectodea antipai,NA,NA,NA
cyaneum,Octolasion,Octolasion cyaneum,Octolasion,Lumbricidae,Clitellata
t.,Octolasion,Octolasion t.,NA,NA,NA
cannabina,Carduelis,x,Amaranthaceae,Caryophyllales,Magnoliopsida
rosea,Aporrecodea,Aporrecodea rosea,NA,NA,NA
longa,Aporrectoda,Aporrectoda longa,Lumbricidae,Haplotaxida,Clitellata
chlootica,Allolobophora,Allolobophora chlootica,NA,NA,NA
rubellus,Lumbricus,Lumbricus rubellus,Lumbricidae,Haplotaxida,Clitellata
castaneus,Lumbricus,Lumbricus castaneus,Lumbricidae,Haplotaxida,Clitellata
spp.,Symphyta,Symphyta spp.,NA,Hymenoptera,Insecta
vulgaris,Phaseolus,Phaseolus vulgaris,Fabaceae,Fabales,Magnoliopsida
sativa,Lactuca,Lactuca sativa,Asteraceae,Asterales,Magnoliopsida
cepa,Allium,Allium cepa,Amaryllidaceae,Asparagales,NA
spp.,Triticum,Triticum spp.,Poaceae,Poales,Liliopsida
spp.,Poaceae,Poaceae spp.,Poaceae,Poales,Liliopsida
spp.,Neuroptera,Neuroptera spp.,NA,Neuroptera,Insecta
spp.,Braconidae,Braconidae spp.,Braconidae,Hymenoptera,Insecta
spp.,Ichneumonidae,Ichneumonidae spp.,Ichneumonidae,Hymenoptera,Insecta
spp.,Coccinellidae,Coccinellidae spp.,Coccinellidae,Coleoptera,Insecta
spp.,Linyphiidae,Linyphiidae spp.,Linyphiidae,Araneae,Arachnida
spp.,Lycosidae,Lycosidae spp.,Lycosidae,Araneae,Arachnida
spp.,Syrphidae,Syrphidae spp.,Syrphidae,Diptera,Insecta
spp.,Proctotrupoidea,Proctotrupoidea spp.,NA,Hymenoptera,Insecta
sylvestris,Thymelicus,Thymelicus sylvestris,Hesperiidae,Lepidoptera,Insecta
vulgaris,Sturna,Sturna vulgaris,NA,NA,NA
segetum,Chrysanthemum,Chrysanthemum segetum,Asteraceae,Asterales,Magnoliopsida
NA,Linyphiidae,Linyphiidae ,Linyphiidae,Araneae,Arachnida
repens,Trifolium,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Hymenoptera,Hymenoptera ,Hymenoptera,Hymenoptera,Insecta
NA,Hemiptera,Hemiptera ,NA,Hemiptera,Insecta
NA,Syrphidae,Syrphidae ,Syrphidae,Diptera,Insecta
NA,Diptera,Diptera ,NA,Diptera,INsecta
NA,Thysanoptera,Thysanoptera ,NA,Thysanoptera,Insecta
marsh,Lesser,Lesser marsh,Acrididae,Orthoptera,NA
grasshopper,Meadow,Meadow grasshopper,Acrididae,Orthoptera,NA
caerulescens,Osmia,Osmia caerulescens,Megachilidae,Hymenoptera,Insecta
versicolor,Megachile,Megachile versicolor,Megachilidae,Hymenoptera,Insecta
gazella,Ancistrocerus,Ancistrocerus gazella,Vespidae,Hymenoptera,Insecta
chloritica,Allolobophora,Allolobophora chloritica,NA,NA,NA
rosea,Allolobophora,Allolobophora rosea,NA,NA,NA
album,Chenopodium,x,Amaranthaceae,Caryophyllales,NA
repens,Elymus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
media,Stellaria,x,Caryophyllaceae,Caryophyllales,Magnoliopsida
palustris,notiophilus,notiophilus palustris,Carabidae,Coleoptera,Insecta
nemoralis,Carabus,Carabus nemoralis,Carabidae,Coleoptera,Insecta
spp.,Centaurea,Centaurea spp.,Asteraceae,Asterales,NA
scotica,Primula,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Homoptera,Homoptera ,NA,NA,NA
napi,ceutorhynchus,ceutorhynchus napi,Curculionidae,Coleoptera,Insecta
brassicae,Dasineura,Dasineura brassicae,NA,NA,NA
assimilis,ceutorhynchus,ceutorhynchus assimilis,NA,NA,NA
pallidactylus,ceutorhynchus,ceutorhynchus pallidactylus,Curculionidae,Coleoptera,Insecta
NA,Carabids,Carabids ,NA,NA,NA
discus,Trechus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
fossor,Clivina,x,Amaranthaceae,Caryophyllales,Magnoliopsida
guttula,Bembidion,x,Carabidae,Coleoptera,Insecta
deltoides,Dianthus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
vulgaris,Prunella,x,Amaranthaceae,Caryophyllales,Magnoliopsida
minimus,Myosurus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
rivale,Geum,x,Amaranthaceae,Caryophyllales,Magnoliopsida
longifolius,Rumex,x,Polygonaceae,Caryophyllales,NA
longifolia,Veronica,x,Amaranthaceae,Caryophyllales,Magnoliopsida
viscaria,Lychnis,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Chrysopidae,Chrysopidae ,Chrysopidae,Neuroptera,Insecta
dirhodum,Metopolophium,Metopolophium dirhodum,Aphidoidea ,NA,NA
padi,Rhopalopsiphum,Rhopalopsiphum padi,NA,NA,NA
septempunctata,Coccinella,Coccinella septempunctata,Coccinellidae,Coleoptera,Insecta
biguttulus,Chorthippus,Chorthippus biguttulus,Acrididae,Orthoptera,Insecta
coelebs,Fringilla,x,Amaranthaceae,Caryophyllales,Magnoliopsida
modularis,Prunella,x,Amaranthaceae,Caryophyllales,Magnoliopsida
rufipes,Harpalus,Harpalus rufipes,Carabidae,Coleoptera,Insecta
spp.,aphidius,aphidius spp.,Braconidae,Hymenoptera,Insecta
NA,Arthropods,Arthropods ,NA,NA,NA
procumbens,Sibbaldia,x,Amaranthaceae,Caryophyllales,Magnoliopsida
acaulis,Silene,x,Amaranthaceae,Caryophyllales,Magnoliopsida
capillaris,Carex,x,Amaranthaceae,Caryophyllales,Magnoliopsida
albida,Pseudorchis,x,Amaranthaceae,Caryophyllales,Magnoliopsida
coelebs,Fringella,Fringella coelebs,NA,NA,NA
lampros,Bembidion,x,Carabidae,Coleoptera,Insecta
radicum,Delia,x,Anthomyiidae,Diptera,Insecta
NA,Arthropoda,Arthropoda ,NA,NA,NA
NA,Arachnida,Arachnida ,NA,NA,NA
NA,OrROBANCHACEAE,OrROBANCHACEAE ,NA,NA,NA
NA,Scrophulariales,Scrophulariales ,NA,NA,NA
NA,Magnoliopsida,Magnoliopsida ,NA,NA,NA
pallipes,Asaphidion,Asaphidion pallipes,Carabidae,Coleoptera,Insecta
secalis,Trechus,Trechus secalis,Carabidae,Coleoptera,Insecta
globosus,Dyschirius,Dyschirius globosus,Carabidae,Coleoptera,Insecta
quadrimaculatum,Bembidion,Bembidion quadrimaculatum,Carabidae,Coleoptera,Insecta
limosa,Limosa,x,Amaranthaceae,Caryophyllales,Magnoliopsida
varius,Philonthis,Philonthis varius,NA,NA,NA
hypnorum,Tachyporus,Tachyporus hypnorum,Staphylinidae,Coleoptera,Insecta
inustus,Oxytelus,Oxytelus inustus,NA,NA,NA
caesum,Omalium,Omalium caesum,Staphylinidae,Coleoptera,Insecta
rivulare,Omalamium,Omalamium rivulare,NA,NA,NA
fuscipennis,Philonthus,Philonthus fuscipennis,Staphylinidae,Coleoptera,Insecta
rotundicollis,Philonthis,Philonthis rotundicollis,NA,NA,NA
testaceum,Conosoma,Conosoma testaceum,NA,NA,NA
rufipes,Tachinus,Tachinus rufipes,Staphylinidae,Coleoptera,Insecta
atra,erigone,erigone atra,Linyphiidae,Araneae,Arachnida
sativum,pisum,pisum sativum,Fabaceae,Fabales,Magnoliopsida
maritima,lobularia,lobularia maritima,Brassicaceae,Brassicales,Magnoliopsida
esculenta,Rana,Rana esculenta,NA,NA,NA
myosuroides,Alopecurus,Alopecurus myosuroides,Poaceae,Poales,Liliopsida
vaporariorum,cymindis,x,Amaranthaceae,Caryophyllales,Magnoliopsida
clatratus,Carabus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
sterilis,Bromus,Bromus sterilis,Poaceae,Poales,NA
trigrammica,charanyca,charanyca trigrammica,Noctuidae,Lepidoptera,Insecta
conigera,mythimna,mythimna conigera,Noctuidae,Lepidoptera,Insecta
rosea,Aporrectodea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Clitellata
longa,Aporrectodea,Aporrectodea longa,Aporrectodea,Lumbricidae,Clitellata
lacteum,Octolasion,Octolasion lacteum,Octolasion,Lumbricidae,Clitellata
nigra,Nigritella,x,Amaranthaceae,Caryophyllales,Magnoliopsida
faba,Vicia,Vicia faba,Fabaceae,Fabales,Magnoliopsida
arvensis,Viola,Viola arvensis,Violaceae,Malpighiales,Magnoliopsida
media,Stella,Stella media,NA,NA,NA
media,Stellaria,Stellaria media,NA,NA,NA
interruptus,Bromus,Bromus interruptus,Poaceae,Poales,NA
segstum,Chrysanthemum,Chrysanthemum segstum,NA,NA,NA
pratensis,Festuca,x,Amaranthaceae,Caryophyllales,Magnoliopsida
albifrons,Anser,Anser albifrons,Anatidae,Anseriformes,Aves
sylvaticum,Geranium,x,Amaranthaceae,Caryophyllales,Magnoliopsida
NA,Aracgnida,Aracgnida ,NA,NA,NA
NA,Acari,Acari ,NA,NA,Arachnida
NA,Annelida,Annelida ,NA,NA,NA
NA,Collemola,Collemola ,NA,NA,NA
NA,Oligochaeta,Oligochaeta ,Asteraceae,Asterales,Magnoliopsida
spp.,Harpalus,Harpalus spp.,Carabidae,Coleoptera,Insecta
spp.,Amara,Amara spp.,Carabidae,Coleoptera,Insecta
NA,Isopoda,Isopoda ,NA,NA,NA
NA,Diplopoda,Diplopoda ,NA,NA,NA
NA,Chilopoda,Chilopoda ,NA,NA,Chilopoda
NA,Aranaea,Aranaea ,NA,NA,NA
NA,Coccinellidae,Coccinellidae ,Coccinellidae,Coleoptera,Insecta
brassicae,mamestra,mamestra brassicae,Noctuidae,Lepidoptera,Insecta
rapae,Pieris,Pieris rapae,Pieridae,Lepidoptera,NA
corniculatus,Lotus,x,Fabaceae,Fabales,NA
pratense,Trifolium,x,Amaranthaceae,Caryophyllales,Magnoliopsida
sativa,Vicia,x,Amaranthaceae,Caryophyllales,Magnoliopsida
spp,Helianthus,Helianthus spp,Asteraceae,Asterales,NA
spp,Pterostichus,Pterostichus spp,Carabidae,Coleoptera,NA
pisum,acyrthosiphon,acyrthosiphon pisum,Aphididae,Hemiptera,Insecta
NA,aphidiinae,aphidiinae ,NA,NA,NA
hippothoe,Lycaena,x,Amaranthaceae,Caryophyllales,Magnoliopsida
icarus,Polyommatus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
bilineatum,Camptogramma,x,Amaranthaceae,Caryophyllales,Magnoliopsida
hastulata,Epirrhoe,x,Amaranthaceae,Caryophyllales,Magnoliopsida
montanata,Xanthorhoe,x,Amaranthaceae,Caryophyllales,Magnoliopsida
clathrata,Chiasia,x,Amaranthaceae,Caryophyllales,Magnoliopsida
canina,Viola,Viola canina,Violaceae,Malpighiales,Magnoliopsida
serpyllifolia,Arenaria,Arenaria serpyllifolia,Caryophyllaceae,Caryophyllales,Magnoliopsida
auricomus,Ranunculus,Ranunculus auricomus,Ranunculaceae,Ranunculales,NA
spp.,Taraxacum,Taraxacum spp.,NA,NA,NA
spp,Alchemilla,Alchemilla spp,NA,NA,NA
poltgnthemos,Ranunculus,Ranunculus poltgnthemos,Ranunculaceae,Ranunculales,NA
graminea,Stellaria,Stellaria graminea,Caryophyllaceae,Caryophyllales,Magnoliopsida
chamaedrys,Veronica,Veronica chamaedrys,Veronica,Lamiales,Magnoliopsida
carvi,Carum,Carum carvi,Apiaceae,Apiales,Magnoliopsida
incarnatum,Trifolium,Trifolium incarnatum,Fabaceae,Fabales,Magnoliopsida
annua,adonis,adonis annua,Ranunculaceae,Ranunculales,Magnoliopsida
noctiflora,Silene,Silene noctiflora,Caryophyllaceae,Caryophyllales,Magnoliopsida
cannabina,acanthis,acanthis cannabina,NA,NA,NA
minutus,stenocranus,stenocranus minutus,Delphacidae,Hemiptera,Insecta
scutellaris,zyginidia,zyginidia scutellaris,Cicadellidae,Hemiptera,Insecta
timidus,Lepus,x,Amaranthaceae,Caryophyllales,Magnoliopsida
cuniculus,Oryctolagus,x,Leporidae,Lagomorpha,NA
NA,Enchytraeidae,Enchytraeidae ,NA,NA,NA
NA,Lumcricina,Lumcricina ,NA,NA,NA
NA,Aphidoidea,Aphidoidea ,NA,Hemiptera,Insecta
caliginosa,Aporrectodea,x,Amaranthaceae,Caryophyllales,Magnoliopsida
bulbosus,Ranunculus,Ranunculus bulbosus,Ranunculaceae,Ranunculales,NA
hybridum,Papaver,x,Amaranthaceae,Caryophyllales,Magnoliopsida
pecten,Scandix,x,Amaranthaceae,Caryophyllales,Magnoliopsida
arvensis,Ranunculus,x,Ranunculaceae,Ranunculales,NA
githago,Agrostemma,x,Amaranthaceae,Caryophyllales,Magnoliopsida
