Scientific name,Common name,Coverage,URL
"Mythimna unipuncta","rice armyworm",Full,https://www.cabi.org/isc/datasheet/45094/aqb
"Mytilicola intestinalis","mussel red worm",Full,https://www.cabi.org/isc/datasheet/73758/aqb
"Mytilicola intestinalis infestation","mussel red worm",Full,https://www.cabi.org/isc/datasheet/109382/aqb
"Mytilicola orientalis","oyster redworm",Full,https://www.cabi.org/isc/datasheet/73766/aqb
"Mytilicola orientalis infestation","oyster redworm",Full,https://www.cabi.org/isc/datasheet/109383/aqb
"Mytilopsis sallei","Caribbean false mussel",Full,https://www.cabi.org/isc/datasheet/119604/aqb
"Mytilus edulis","common blue mussel",Full,https://www.cabi.org/isc/datasheet/73755/aqb
"Mytilus galloprovincialis","Mediterranean mussel",Full,https://www.cabi.org/isc/datasheet/73756/aqb
"Myxobolus cerebralis","whirling disease agent",Full,https://www.cabi.org/isc/datasheet/73782/aqb
"myxoma virus",,Full,https://www.cabi.org/isc/datasheet/96316/aqb
"myxomatosis",,Full,https://www.cabi.org/isc/datasheet/73879/aqb
"Myzus cerasi","black cherry aphid",Full,https://www.cabi.org/isc/datasheet/35634/aqb
"Myzus persicae","green peach aphid",Full,https://www.cabi.org/isc/datasheet/35642/aqb
"Nairobi sheep disease",,Full,https://www.cabi.org/isc/datasheet/73949/aqb
"Nairobi sheep disease virus",,Full,https://www.cabi.org/isc/datasheet/73948/aqb
"Nandina domestica","Nandina",Full,https://www.cabi.org/isc/datasheet/35692/aqb
"Nassella trichotoma","serrated tussock grass",Full,https://www.cabi.org/isc/datasheet/35726/aqb
"Nasturtium microphyllum","one-row watercress",Full,https://www.cabi.org/isc/datasheet/115735/aqb
"Nasturtium officinale","watercress",Full,https://www.cabi.org/isc/datasheet/35646/aqb
"Nasua narica","white-nosed coati",Full,https://www.cabi.org/isc/datasheet/74002/aqb
"Nasua nasua","ring-tailed coati",Full,https://www.cabi.org/isc/datasheet/74001/aqb
"necrotizing hepatopancreatitis",,Full,https://www.cabi.org/isc/datasheet/73087/aqb
"Nelsonia canescens","blue pussyleaf",Full,https://www.cabi.org/isc/datasheet/120146/aqb
"Neoceratitis cyanescens","tomato fruit fly",Full,https://www.cabi.org/isc/datasheet/12372/aqb
"Neodiprion sertifer","European pine sawfly",Full,https://www.cabi.org/isc/datasheet/35835/aqb
"Neogobius fluviatilis","monkey goby",Full,https://www.cabi.org/isc/datasheet/115759/aqb
"Neogobius melanostomus","round goby",Full,https://www.cabi.org/isc/datasheet/73163/aqb
"Neolecanium cornuparvum","magnolia scale",Full,https://www.cabi.org/isc/datasheet/119071/aqb
"Neonotonia wightii","perennial soybean",Full,https://www.cabi.org/isc/datasheet/110283/aqb
"Neovison vison","American mink",Full,https://www.cabi.org/isc/datasheet/74428/aqb
"Nephrolepis brownii","Asian swordfern",Full,https://www.cabi.org/isc/datasheet/115772/aqb
"Nesticella mogera","cave-dwelling spider",Full,https://www.cabi.org/isc/datasheet/121704/aqb
"Newcastle disease",,Full,https://www.cabi.org/isc/datasheet/73358/aqb
"Neyraudia reynaudiana","burma reed",Full,https://www.cabi.org/isc/datasheet/115785/aqb
"Nezara viridula","green stink bug",Full,https://www.cabi.org/isc/datasheet/36282/aqb
"Nicotiana glauca","tree tobacco",Full,https://www.cabi.org/isc/datasheet/36324/aqb
"Nicotiana tabacum","tobacco",Full,https://www.cabi.org/isc/datasheet/36326/aqb
"Nipaecoccus nipae","spiked mealybug",Full,https://www.cabi.org/isc/datasheet/36334/aqb
"Nipaecoccus viridis","spherical mealybug",Full,https://www.cabi.org/isc/datasheet/36335/aqb
"Nipah virus",,Full,https://www.cabi.org/isc/datasheet/96327/aqb
"Nipah virus infection",,Full,https://www.cabi.org/isc/datasheet/73439/aqb
"Noaea mucronata","thorny saltwort",Full,https://www.cabi.org/isc/datasheet/109636/aqb
"Noctua pronuba","common yellow underwing moth",Full,https://www.cabi.org/isc/datasheet/36417/aqb
"Nomadacris septemfasciata","red locust",Full,https://www.cabi.org/isc/datasheet/36481/aqb
"Notropis stramineus",,Full,https://www.cabi.org/isc/datasheet/119449/aqb
"Nyctereutes procyonoides","raccoon dog",Full,https://www.cabi.org/isc/datasheet/72656/aqb
"Nymphoides peltata","yellow floating-heart",Full,https://www.cabi.org/isc/datasheet/107746/aqb
"Nypa fruticans","nipa palm",Full,https://www.cabi.org/isc/datasheet/36772/aqb
"Ochropsora ariae",,Full,https://www.cabi.org/isc/datasheet/36849/aqb
"Ocimum tenuiflorum","holy basil",Full,https://www.cabi.org/isc/datasheet/110287/aqb
"Odocoileus hemionus","black-tailed deer",Full,https://www.cabi.org/isc/datasheet/72771/aqb
"Odontesthes bonariensis","pejerrey",Full,https://www.cabi.org/isc/datasheet/72773/aqb
"Odontonema callistachyum","purple firespike",Full,https://www.cabi.org/isc/datasheet/120399/aqb
"Odontonema cuspidatum","Cardinal’s guard",Full,https://www.cabi.org/isc/datasheet/120147/aqb
"Oeceoclades maculata","monk orchid",Full,https://www.cabi.org/isc/datasheet/115853/aqb
"Oidium anacardii","cashew powdery mildew",Full,https://www.cabi.org/isc/datasheet/37161/aqb
"Olea europaea subsp. cuspidata","wild olive",Full,https://www.cabi.org/isc/datasheet/37331/aqb
"Olea europaea subsp. europaea","European olive",Full,https://www.cabi.org/isc/datasheet/37336/aqb
"Olivea tectonae","teak rust",Full,https://www.cabi.org/isc/datasheet/37304/aqb
"Omorgus suberosus","hide beetle",Full,https://www.cabi.org/isc/datasheet/119100/aqb
"Oncorhynchus apache","apache trout",Full,https://www.cabi.org/isc/datasheet/65294/aqb
"Oncorhynchus masou virus",,Full,https://www.cabi.org/isc/datasheet/71787/aqb
"Oncorhynchus mykiss","rainbow trout",Full,https://www.cabi.org/isc/datasheet/71813/aqb
"Oncorhynchus tshawytscha","chinook salmon",Full,https://www.cabi.org/isc/datasheet/71815/aqb
"Ondatra zibethicus","muskrat",Full,https://www.cabi.org/isc/datasheet/71816/aqb
"Onopordum acanthium","scotch thistle",Full,https://www.cabi.org/isc/datasheet/37456/aqb
"Onopordum acaulon",,,https://www.cabi.org/isc/datasheet/37457/aqb
"Onopordum illyricum",,,https://www.cabi.org/isc/datasheet/37458/aqb
"oomycete infections in fish",,Full,https://www.cabi.org/isc/datasheet/71941/aqb
"Ophiostoma longicollum",,Full,https://www.cabi.org/isc/datasheet/109287/aqb
"Ophiostoma novo-ulmi","Dutch elm disease",Full,https://www.cabi.org/isc/datasheet/37594/aqb
"Ophiostoma ulmi","Dutch elm disease",Full,https://www.cabi.org/isc/datasheet/12165/aqb
"Oplismenus hirtellus subsp. undulatifolius","wavyleaf basketgrass",Full,https://www.cabi.org/isc/datasheet/115961/aqb
"Opogona sacchari","banana moth",Full,https://www.cabi.org/isc/datasheet/37683/aqb
"Opuntia aurantiaca","jointed cactus",Full,https://www.cabi.org/isc/datasheet/37708/aqb
"Opuntia elatior","red-flower prickly pear",Full,https://www.cabi.org/isc/datasheet/120784/aqb
"Opuntia engelmannii","cactus apple",Full,https://www.cabi.org/isc/datasheet/115969/aqb
"Opuntia ficus-indica","prickly pear",Full,https://www.cabi.org/isc/datasheet/37714/aqb
"Opuntia monacantha","common prickly pear",Full,https://www.cabi.org/isc/datasheet/120172/aqb
"Opuntia stricta","erect prickly pear",Full,https://www.cabi.org/isc/datasheet/37728/aqb
"Oracella acuta","loblolly pine mealybug",Full,https://www.cabi.org/isc/datasheet/37737/aqb
"Orconectes virilis","virile crayfish",Full,https://www.cabi.org/isc/datasheet/72034/aqb
"Oreochromis aureus","blue tilapia",Full,https://www.cabi.org/isc/datasheet/72068/aqb
"Oreochromis mossambicus","Mozambique tilapia",Full,https://www.cabi.org/isc/datasheet/72085/aqb
"Oreochromis niloticus","Nile tilapia",Full,https://www.cabi.org/isc/datasheet/72086/aqb
"Orobanche aegyptiaca","Egyptian broomrape",Full,https://www.cabi.org/isc/datasheet/37742/aqb
"Orobanche cernua","nodding broomrape",Full,https://www.cabi.org/isc/datasheet/37743/aqb
"Orobanche crenata","crenate broomrape",Full,https://www.cabi.org/isc/datasheet/37744/aqb
"Orobanche cumana","sunflower broomrape",Full,https://www.cabi.org/isc/datasheet/37745/aqb
"Orobanche minor","common broomrape",Full,https://www.cabi.org/isc/datasheet/37746/aqb
"Orobanche ramosa","branched broomrape",Full,https://www.cabi.org/isc/datasheet/37747/aqb
"Orseolia oryzivora","African rice gall midge",Full,https://www.cabi.org/isc/datasheet/38391/aqb
"Orthotomicus erosus","Mediterranean pine beetle",Full,https://www.cabi.org/isc/datasheet/37954/aqb
"Oryctes rhinoceros","coconut rhinoceros beetle",Full,https://www.cabi.org/isc/datasheet/37974/aqb
"Oryctes rhinoceros nudivirus",,Full,https://www.cabi.org/isc/datasheet/37975/aqb
"Oryctolagus cuniculus","rabbits",Full,https://www.cabi.org/isc/datasheet/72046/aqb
"Oryza barthii",,Full,https://www.cabi.org/isc/datasheet/119930/aqb
"Oryza longistaminata","perennial wild rice",Full,https://www.cabi.org/isc/datasheet/37962/aqb
"Oryza punctata","wild rice",Full,https://www.cabi.org/isc/datasheet/37963/aqb
"Oryza rufipogon","wild rice",Full,https://www.cabi.org/isc/datasheet/37960/aqb
"Osmerus eperlanus",,Full,https://www.cabi.org/isc/datasheet/71168/aqb
"Ostrea edulis","European oyster",Full,https://www.cabi.org/isc/datasheet/71177/aqb
"Ostrinia nubilalis","European maize borer",Full,https://www.cabi.org/isc/datasheet/46129/aqb
"Otiorhynchus sulcatus","vine weevil",Full,https://www.cabi.org/isc/datasheet/38071/aqb
"Ovis aries","sheep",Full,https://www.cabi.org/isc/datasheet/71349/aqb
"Ovis aries musimon","European mouflon",Full,https://www.cabi.org/isc/datasheet/71353/aqb
"Oxalis corniculata","creeping woodsorrel",Full,https://www.cabi.org/isc/datasheet/38154/aqb
"Oxalis latifolia","sorrel",Full,https://www.cabi.org/isc/datasheet/38157/aqb
"Oxalis pes-caprae","Bermuda buttercup",Full,https://www.cabi.org/isc/datasheet/38158/aqb
"Oxychilus alliarius","garlic snail",Full,https://www.cabi.org/isc/datasheet/119076/aqb
"Oxyopes","lynx spider",Full,https://www.cabi.org/isc/datasheet/38235/aqb
"Oxyura jamaicensis","ruddy duck",Full,https://www.cabi.org/isc/datasheet/71368/aqb
"Pacifastacus leniusculus","American signal crayfish",Full,https://www.cabi.org/isc/datasheet/70581/aqb
"Paederia foetida","skunkvine",Full,https://www.cabi.org/isc/datasheet/38458/aqb
"Paenibacillus larvae",,Full,https://www.cabi.org/isc/datasheet/109548/aqb
"Palaemon elegans","rock shrimp",Full,https://www.cabi.org/isc/datasheet/70617/aqb
"Palaemon macrodactylus","oriental shrimp",Full,https://www.cabi.org/isc/datasheet/109150/aqb
"Palmaria palmata","dulse",Full,https://www.cabi.org/isc/datasheet/70627/aqb
"Pandanus tectorius","screw pine",Full,https://www.cabi.org/isc/datasheet/38447/aqb
"Panicum repens","torpedo grass",Full,https://www.cabi.org/isc/datasheet/38670/aqb
"Pantherophis guttatus","corn snake",Full,https://www.cabi.org/isc/datasheet/84655/aqb
"Papaya ringspot virus",,Full,https://www.cabi.org/isc/datasheet/45962/aqb
"Papilio demoleus","chequered swallowtail",Full,https://www.cabi.org/isc/datasheet/38758/aqb
"Paracoccus marginatus","papaya mealybug",Full,https://www.cabi.org/isc/datasheet/39201/aqb
"Paralithodes camtschaticus","red king crab",Full,https://www.cabi.org/isc/datasheet/71549/aqb
"Paranthrene tabaniformis","poplar clearwing moth",Full,https://www.cabi.org/isc/datasheet/44409/aqb
"Paratachardina pseudolobata","lobate lac scale",Full,https://www.cabi.org/isc/datasheet/45386/aqb
"Paratrechina longicornis","crazy ant",Full,https://www.cabi.org/isc/datasheet/44709/aqb
"paratuberculosis",,Full,https://www.cabi.org/isc/datasheet/70813/aqb
"Parentucellia viscosa","yellow glandweed",Full,https://www.cabi.org/isc/datasheet/116149/aqb
"Parkinsonia aculeata","Mexican palo-verde",Full,https://www.cabi.org/isc/datasheet/38519/aqb
"Paropsis charybdis","eucalyptus tortoise beetle",Full,https://www.cabi.org/isc/datasheet/38925/aqb
"Parthenium hysterophorus","parthenium weed",Full,https://www.cabi.org/isc/datasheet/45573/aqb
"Parthenolecanium persicae","peach scale",Full,https://www.cabi.org/isc/datasheet/45558/aqb
"Paspalidium geminatum","Egyptian paspalidium",Full,https://www.cabi.org/isc/datasheet/120208/aqb
"Paspalum conjugatum","sour paspalum",Full,https://www.cabi.org/isc/datasheet/38951/aqb
"Paspalum distichum","knotgrass",Full,https://www.cabi.org/isc/datasheet/38952/aqb
"Paspalum scrobiculatum","ricegrass paspalum",Full,https://www.cabi.org/isc/datasheet/38955/aqb
"Paspalum urvillei","Vasey grass",Full,https://www.cabi.org/isc/datasheet/109621/aqb
"Paspalum vaginatum","seashore paspalum",Full,https://www.cabi.org/isc/datasheet/110291/aqb
"Passer domesticus","house sparrow",Full,https://www.cabi.org/isc/datasheet/38975/aqb
"Passiflora caerulea","blue passionflower",Full,https://www.cabi.org/isc/datasheet/116172/aqb
"Passiflora edulis","passionfruit",Full,https://www.cabi.org/isc/datasheet/38799/aqb
"Passiflora foetida","red fruit passion flower",Full,https://www.cabi.org/isc/datasheet/38800/aqb
"Passiflora ligularis","sweet granadilla",Full,https://www.cabi.org/isc/datasheet/116173/aqb
"Passiflora suberosa","corkystem passionflower",Full,https://www.cabi.org/isc/datasheet/38805/aqb
"Passiflora tarminiana","banana passionfruit",Full,https://www.cabi.org/isc/datasheet/119428/aqb
"Passiflora tripartita var. mollissima","banana passionfruit",Full,https://www.cabi.org/isc/datasheet/38802/aqb
"Pasteurella multocida",,Full,https://www.cabi.org/isc/datasheet/70915/aqb
"Pasteurella multocida infections",,Full,https://www.cabi.org/isc/datasheet/70916/aqb
"Pastinaca sativa","parsnip",Full,https://www.cabi.org/isc/datasheet/39028/aqb
"Paulownia tomentosa","paulownia",Full,https://www.cabi.org/isc/datasheet/39100/aqb
"Paysandisia archon","South American palm borer",Full,https://www.cabi.org/isc/datasheet/39083/aqb
"peach yellows phytoplasma","peach yellows",Full,https://www.cabi.org/isc/datasheet/39168/aqb
"Pectinophora gossypiella","pink bollworm",Full,https://www.cabi.org/isc/datasheet/39417/aqb
"Pelagia noctiluca","mauve stinger",Full,https://www.cabi.org/isc/datasheet/107747/aqb
"Pelargonium odoratissimum","apple geranium",Full,https://www.cabi.org/isc/datasheet/116183/aqb
"Pelargonium peltatum","ivy geranium",Full,https://www.cabi.org/isc/datasheet/120128/aqb
"Pelargonium zonale","horseshoe pelargonium",Full,https://www.cabi.org/isc/datasheet/120129/aqb
"Pelophylax cf. bedriagae",,Full,https://www.cabi.org/isc/datasheet/109855/aqb
"Pelophylax esculentus","edible frog",Full,https://www.cabi.org/isc/datasheet/110458/aqb
"Peltophorum pterocarpum","copperpod",Full,https://www.cabi.org/isc/datasheet/39510/aqb
"Penaeus monodon","giant tiger prawn",Full,https://www.cabi.org/isc/datasheet/71093/aqb
"Pennisetum clandestinum","kikuyu grass",Full,https://www.cabi.org/isc/datasheet/39765/aqb
"Pennisetum macrourum","African feather grass",Full,https://www.cabi.org/isc/datasheet/39768/aqb
"Pennisetum pedicellatum","deenanath grass",Full,https://www.cabi.org/isc/datasheet/39769/aqb
"Pennisetum polystachion","mission grass",Full,https://www.cabi.org/isc/datasheet/39770/aqb
"Pennisetum purpureum","elephant grass",Full,https://www.cabi.org/isc/datasheet/39771/aqb
"Pennisetum setaceum","fountain grass",Full,https://www.cabi.org/isc/datasheet/116202/aqb
"Pepino mosaic virus",,Full,https://www.cabi.org/isc/datasheet/43661/aqb
"Pepper mild mottle virus","PMMV",Full,https://www.cabi.org/isc/datasheet/43826/aqb
"Perca flavescens","yellow perch",Full,https://www.cabi.org/isc/datasheet/70036/aqb
"Perca fluviatilis","perch",Full,https://www.cabi.org/isc/datasheet/70037/aqb
"Perccottus glenii","Amur sleeper",Full,https://www.cabi.org/isc/datasheet/110577/aqb
"Percnon gibbesi","sally lightfoot crab",Full,https://www.cabi.org/isc/datasheet/108182/aqb
"Perna viridis","Asian green mussel",Full,https://www.cabi.org/isc/datasheet/70090/aqb
"Peromyscus fraterculus","Northern Baja deermouse",Full,https://www.cabi.org/isc/datasheet/121705/aqb
"Persicaria chinensis","Chinese knotweed",Full,https://www.cabi.org/isc/datasheet/118915/aqb
"Persicaria perfoliata","mile-a-minute weed",Full,https://www.cabi.org/isc/datasheet/109155/aqb
"Persicaria punctata","dotted smartweed",Full,https://www.cabi.org/isc/datasheet/119608/aqb
"Persicaria wallichii","Himalayan knotweed",Full,https://www.cabi.org/isc/datasheet/120210/aqb
"peste des petits ruminants",,Full,https://www.cabi.org/isc/datasheet/63196/aqb
"peste des petits ruminants virus",,Full,https://www.cabi.org/isc/datasheet/70165/aqb
"Pet trade (pathway cause)",,Full,https://www.cabi.org/isc/datasheet/109054/aqb
"Pethia conchonius",,Full,https://www.cabi.org/isc/datasheet/121017/aqb
"Petiveria alliacea","guinea hen weed",Full,https://www.cabi.org/isc/datasheet/70236/aqb
"Petricolaria pholadiformis","false angel wing",Full,https://www.cabi.org/isc/datasheet/108908/aqb
"Petromyzon marinus","sea lamprey",Full,https://www.cabi.org/isc/datasheet/70237/aqb
"Phaius tankervilleae","nun’s-hood orchid",Full,https://www.cabi.org/isc/datasheet/119077/aqb
"Phakopsora ampelopsidis","Ampelopsis rust fungus",Full,https://www.cabi.org/isc/datasheet/40850/aqb
"Phakopsora euvitis","grape rust fungus",Full,https://www.cabi.org/isc/datasheet/40016/aqb
"Phakopsora meibomiae","soybean rust",Full,https://www.cabi.org/isc/datasheet/40018/aqb
"Phakopsora pachyrhizi","soyabean rust",Full,https://www.cabi.org/isc/datasheet/40019/aqb
"Phalaris aquatica","bulbous canarygrass",Full,https://www.cabi.org/isc/datasheet/70355/aqb
"Phalaris arundinacea","reed canary grass",Full,https://www.cabi.org/isc/datasheet/55423/aqb
"Phalaris minor","littleseed canarygrass",Full,https://www.cabi.org/isc/datasheet/55424/aqb
"Phalaris paradoxa","awned canary-grass",Full,https://www.cabi.org/isc/datasheet/55425/aqb
"Phalloceros caudimaculatus","dusky millions fish",Full,https://www.cabi.org/isc/datasheet/107749/aqb
"Phaseolus lunatus","lima bean",Full,https://www.cabi.org/isc/datasheet/40620/aqb
"Phasianus colchicus","common pheasant",Full,https://www.cabi.org/isc/datasheet/70470/aqb
"Pheidole megacephala","big-headed ant",Full,https://www.cabi.org/isc/datasheet/40133/aqb
"Phellinus noxius","brown tea root disease",Full,https://www.cabi.org/isc/datasheet/40154/aqb
